IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.201.8,2086,0,false,SIN,Asia Pacific,Singapore,3,12.85
8.219.92.89,2096,2096,true,SIN,Asia Pacific,Singapore,63,12.85
8.222.236.229,443,443,true,SIN,Asia Pacific,Singapore,50,12.84
47.91.10.228,8080,0,false,NRT,Asia Pacific,Tokyo,77,12.84
8.222.208.83,2095,2095,false,SIN,Asia Pacific,Singapore,4,12.84
47.245.82.78,2053,2053,true,SIN,Asia Pacific,Singapore,167,12.84
8.222.138.164,2096,2096,true,SIN,Asia Pacific,Singapore,99,12.84
47.245.12.179,80,80,false,NRT,Asia Pacific,Tokyo,76,12.83
8.219.93.5,2083,2083,true,SIN,Asia Pacific,Singapore,111,12.83
47.236.181.155,2095,2095,false,SIN,Asia Pacific,Singapore,26,12.82
8.222.129.32,2082,2082,false,SIN,Asia Pacific,Singapore,4,12.82
47.245.29.126,2086,2086,false,NRT,Asia Pacific,Tokyo,80,12.82
8.222.252.123,8880,8880,false,SIN,Asia Pacific,Singapore,12,12.82
8.219.210.93,2087,2087,true,SIN,Asia Pacific,Singapore,191,12.82
47.245.10.156,2086,2086,false,NRT,Asia Pacific,Tokyo,73,12.81
8.219.103.126,443,443,true,SIN,Asia Pacific,Singapore,90,12.81
47.245.28.255,2087,2087,true,NRT,Asia Pacific,Tokyo,220,12.81
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,19,12.81
8.218.127.249,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,12.80
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,14,12.80
8.219.53.222,2096,2096,true,SIN,Asia Pacific,Singapore,92,12.80
47.245.90.176,8880,8880,false,SIN,Asia Pacific,Singapore,6,12.80
8.222.226.15,80,80,false,SIN,Asia Pacific,Singapore,6,12.80
8.222.168.234,2086,2086,false,SIN,Asia Pacific,Singapore,8,12.80
8.219.167.113,2096,2096,true,SIN,Asia Pacific,Singapore,93,12.79
47.236.87.206,2086,2086,false,SIN,Asia Pacific,Singapore,23,12.79
47.245.102.156,2083,2083,true,SIN,Asia Pacific,Singapore,151,12.79
8.219.4.122,443,443,true,SIN,Asia Pacific,Singapore,175,12.79
47.236.125.62,8080,8080,false,NRT,Asia Pacific,Tokyo,86,12.79
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,12.79
47.245.86.18,8443,8443,true,SIN,Asia Pacific,Singapore,101,12.79
8.219.73.188,443,443,true,SIN,Asia Pacific,Singapore,72,12.78
8.218.127.249,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,12.78
8.219.201.8,2096,2096,true,SIN,Asia Pacific,Singapore,150,12.78
47.236.172.41,2096,2096,true,SIN,Asia Pacific,Singapore,139,12.78
8.219.148.161,2096,2096,true,SIN,Asia Pacific,Singapore,202,12.77
8.222.180.86,2053,2053,true,SIN,Asia Pacific,Singapore,144,12.77
8.219.60.68,2083,2083,true,SIN,Asia Pacific,Singapore,76,12.77
8.222.197.251,2053,2053,true,SIN,Asia Pacific,Singapore,72,12.76
8.219.210.226,8080,8080,false,SIN,Asia Pacific,Singapore,3,12.76
8.222.236.229,2096,2096,true,SIN,Asia Pacific,Singapore,68,12.75
8.222.226.15,2053,2053,true,SIN,Asia Pacific,Singapore,68,12.74
8.222.145.164,8080,8080,false,SIN,Asia Pacific,Singapore,15,12.74
8.222.212.219,8880,8880,false,SIN,Asia Pacific,Singapore,3,12.74
8.219.240.141,2087,2087,true,SIN,Asia Pacific,Singapore,184,12.74
47.236.104.98,2095,2095,false,SIN,Asia Pacific,Singapore,21,12.74
8.219.228.186,2096,2096,true,SIN,Asia Pacific,Singapore,105,12.73
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,73,12.73
47.245.55.99,2052,2052,false,NRT,Asia Pacific,Tokyo,85,12.73
47.236.172.41,2082,2082,false,SIN,Asia Pacific,Singapore,24,12.73
47.236.163.95,2086,2086,false,SIN,Asia Pacific,Singapore,20,12.72
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,19,12.71
8.219.101.72,2086,2086,false,SIN,Asia Pacific,Singapore,23,12.71
47.236.161.155,2083,2083,true,SIN,Asia Pacific,Singapore,75,12.71
8.219.6.157,2087,2087,true,SIN,Asia Pacific,Singapore,88,12.71
47.74.34.162,8443,8443,true,NRT,Asia Pacific,Tokyo,71,12.71
8.219.161.102,2096,2096,true,SIN,Asia Pacific,Singapore,98,12.70
8.219.210.93,2095,2095,false,SIN,Asia Pacific,Singapore,24,12.70
8.219.75.44,80,80,false,SIN,Asia Pacific,Singapore,8,12.70
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,8,12.70
8.219.186.189,2096,2096,true,SIN,Asia Pacific,Singapore,150,12.69
8.219.153.237,80,80,false,NRT,Asia Pacific,Tokyo,81,12.69
47.245.113.12,2087,2087,true,SIN,Asia Pacific,Singapore,98,12.69
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,17,12.69
8.219.248.47,80,80,false,SIN,Asia Pacific,Singapore,2,12.69
47.245.110.13,2052,2052,false,SIN,Asia Pacific,Singapore,17,12.69
47.236.174.206,8443,8443,true,SIN,Asia Pacific,Singapore,39,12.69
47.245.54.98,2083,2083,true,NRT,Asia Pacific,Tokyo,246,12.68
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,12.68
47.237.3.57,2052,2052,false,SIN,Asia Pacific,Singapore,13,12.68
8.222.211.124,2095,2095,false,SIN,Asia Pacific,Singapore,13,12.68
47.245.34.140,2096,2096,true,NRT,Asia Pacific,Tokyo,118,12.67
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,45,12.67
47.245.86.18,2083,2083,true,SIN,Asia Pacific,Singapore,114,12.67
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,19,12.67
8.219.167.113,2053,2053,true,SIN,Asia Pacific,Singapore,132,12.66
8.222.197.251,2053,2053,true,SIN,Asia Pacific,Singapore,84,12.66
8.222.227.191,80,80,false,SIN,Asia Pacific,Singapore,4,12.66
8.219.6.187,2096,2096,true,SIN,Asia Pacific,Singapore,51,12.66
47.236.166.84,2096,2096,true,SIN,Asia Pacific,Singapore,121,12.66
47.236.166.76,8443,8443,true,SIN,Asia Pacific,Singapore,126,12.65
47.245.8.68,2053,2053,true,NRT,Asia Pacific,Tokyo,172,12.65
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,77,12.65
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,96,12.65
47.245.4.219,80,80,false,NRT,Asia Pacific,Tokyo,74,12.64
8.222.212.219,8080,8080,false,SIN,Asia Pacific,Singapore,9,12.64
8.219.3.53,2087,2087,true,SIN,Asia Pacific,Singapore,99,12.64
8.222.238.141,80,80,false,SIN,Asia Pacific,Singapore,4,12.64
47.245.54.98,2095,2095,false,NRT,Asia Pacific,Tokyo,73,12.64
8.219.210.226,2083,2083,true,SIN,Asia Pacific,Singapore,101,12.64
8.219.151.193,8080,8080,false,SIN,Asia Pacific,Singapore,13,12.64
8.218.85.128,8443,0,true,HKG,Asia Pacific,Hong Kong,38,12.64
8.219.102.252,8880,8880,false,SIN,Asia Pacific,Singapore,31,12.63
8.219.191.40,2087,2087,true,SIN,Asia Pacific,Singapore,99,12.63
8.219.113.27,80,80,false,SIN,Asia Pacific,Singapore,16,12.63
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,3,12.62
47.245.118.197,8880,8880,false,SIN,Asia Pacific,Singapore,4,12.62
8.219.60.68,8080,8080,false,SIN,Asia Pacific,Singapore,5,12.62
47.245.11.62,2086,2086,false,NRT,Asia Pacific,Tokyo,73,12.62
47.236.155.170,2082,2082,false,SIN,Asia Pacific,Singapore,19,12.62
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,104,12.61
47.236.198.189,8443,8443,true,SIN,Asia Pacific,Singapore,64,12.61
47.236.227.21,2053,2053,true,SIN,Asia Pacific,Singapore,106,12.61
8.222.137.178,2087,2087,true,SIN,Asia Pacific,Singapore,17,12.61
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,21,12.61
8.222.229.102,80,80,false,SIN,Asia Pacific,Singapore,7,12.61
8.219.213.112,443,443,true,SIN,Asia Pacific,Singapore,126,12.61
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,69,12.61
47.245.42.162,8080,8080,false,NRT,Asia Pacific,Tokyo,75,12.60
8.219.206.53,8080,8080,false,SIN,Asia Pacific,Singapore,8,12.60
47.245.57.109,2095,2095,false,NRT,Asia Pacific,Tokyo,88,12.60
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,111,12.60
8.219.210.226,8080,8080,false,SIN,Asia Pacific,Singapore,8,12.60
8.222.129.32,2087,2087,true,SIN,Asia Pacific,Singapore,115,12.60
47.245.39.28,2083,2083,true,NRT,Asia Pacific,Tokyo,141,12.60
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,18,12.60
8.219.134.63,2096,2096,true,SIN,Asia Pacific,Singapore,67,12.60
8.219.77.91,2082,2082,false,SIN,Asia Pacific,Singapore,18,12.59
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,12.59
8.219.40.255,2087,2087,true,SIN,Asia Pacific,Singapore,216,12.59
8.219.197.111,2086,0,false,SIN,Asia Pacific,Singapore,3,12.59
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,110,12.59
8.219.6.187,2086,2086,false,SIN,Asia Pacific,Singapore,103,12.58
8.219.250.239,2095,2095,false,SIN,Asia Pacific,Singapore,4,12.58
47.245.38.233,2083,2083,true,NRT,Asia Pacific,Tokyo,198,12.58
8.219.228.193,8443,8443,true,SIN,Asia Pacific,Singapore,125,12.58
47.236.189.173,8080,8080,false,SIN,Asia Pacific,Singapore,36,12.58
47.245.56.121,2095,2095,false,NRT,Asia Pacific,Tokyo,116,12.57
8.219.140.63,2096,2096,true,SIN,Asia Pacific,Singapore,169,12.57
8.219.84.102,80,80,false,SIN,Asia Pacific,Singapore,13,12.57
47.245.14.160,2095,2095,false,NRT,Asia Pacific,Tokyo,81,12.56
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,70,12.56
8.209.240.229,2082,2082,false,NRT,Asia Pacific,Tokyo,79,12.56
8.219.228.186,443,443,true,SIN,Asia Pacific,Singapore,128,12.56
8.222.226.15,2095,2095,false,SIN,Asia Pacific,Singapore,9,12.56
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,232,12.56
47.245.113.117,2053,2053,true,SIN,Asia Pacific,Singapore,29,12.55
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,29,12.55
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,58,12.55
8.219.112.75,80,80,false,SIN,Asia Pacific,Singapore,3,12.55
8.219.65.191,2052,2052,false,SIN,Asia Pacific,Singapore,24,12.55
47.245.53.101,2087,2087,true,NRT,Asia Pacific,Tokyo,153,12.55
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,132,12.54
8.222.212.219,2095,2095,false,SIN,Asia Pacific,Singapore,14,12.54
8.219.171.6,2053,2053,true,SIN,Asia Pacific,Singapore,37,12.54
8.222.144.117,8080,8080,false,SIN,Asia Pacific,Singapore,26,12.54
47.245.56.121,2052,2052,false,NRT,Asia Pacific,Tokyo,73,12.54
8.222.129.32,2052,2052,false,SIN,Asia Pacific,Singapore,44,12.54
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,12.53
8.222.229.102,8880,8880,false,SIN,Asia Pacific,Singapore,37,12.53
47.245.56.29,2053,2053,true,NRT,Asia Pacific,Tokyo,121,12.53
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,14,12.53
47.245.26.169,8880,8880,false,NRT,Asia Pacific,Tokyo,75,12.53
8.222.145.110,8880,8880,false,SIN,Asia Pacific,Singapore,6,12.52
47.236.116.26,8880,8880,false,SIN,Asia Pacific,Singapore,41,12.52
47.236.169.236,2083,2083,true,SIN,Asia Pacific,Singapore,127,12.52
8.219.73.188,2095,2095,false,SIN,Asia Pacific,Singapore,8,12.51
8.222.244.123,2082,2082,false,SIN,Asia Pacific,Singapore,3,12.51
47.245.54.140,2086,2086,false,NRT,Asia Pacific,Tokyo,88,12.51
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,105,12.51
47.245.58.175,8443,8443,true,NRT,Asia Pacific,Tokyo,236,12.51
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,31,12.51
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,116,12.51
8.219.126.3,2053,2053,true,SIN,Asia Pacific,Singapore,86,12.51
8.219.193.22,443,443,true,SIN,Asia Pacific,Singapore,123,12.51
8.222.238.141,8443,8443,true,SIN,Asia Pacific,Singapore,105,12.51
47.245.37.12,2087,2087,true,NRT,Asia Pacific,Tokyo,129,12.50
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,90,12.50
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,149,12.49
47.245.90.176,8443,8443,true,SIN,Asia Pacific,Singapore,122,12.49
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,11,12.49
8.222.208.83,2083,2083,true,SIN,Asia Pacific,Singapore,125,12.49
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,4,12.48
47.245.39.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,198,12.48
8.219.90.87,2095,2095,false,SIN,Asia Pacific,Singapore,5,12.47
47.91.24.56,2053,2053,true,NRT,Asia Pacific,Tokyo,109,12.47
8.219.103.57,2083,2083,true,SIN,Asia Pacific,Singapore,79,12.47
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,82,12.47
8.219.77.222,8443,8443,true,SIN,Asia Pacific,Singapore,101,12.47
47.236.204.110,8443,8443,true,SIN,Asia Pacific,Singapore,152,12.47
8.219.12.152,2053,2053,true,SIN,Asia Pacific,Singapore,143,12.47
8.219.134.117,8080,8080,false,SIN,Asia Pacific,Singapore,6,12.46
8.222.131.102,2083,2083,true,SIN,Asia Pacific,Singapore,157,12.46
8.219.115.215,2095,2095,false,SIN,Asia Pacific,Singapore,10,12.46
47.245.32.215,80,80,false,NRT,Asia Pacific,Tokyo,71,12.45
47.236.156.14,2053,2053,true,SIN,Asia Pacific,Singapore,91,12.45
47.236.187.144,2086,2086,false,SIN,Asia Pacific,Singapore,21,12.45
47.245.56.29,2086,2086,false,NRT,Asia Pacific,Tokyo,73,12.45
8.218.122.55,80,80,false,HKG,Asia Pacific,Hong Kong,42,12.45
47.245.15.39,2096,2096,true,NRT,Asia Pacific,Tokyo,220,12.45
47.245.40.161,2083,2083,true,NRT,Asia Pacific,Tokyo,115,12.45
8.219.228.193,8080,8080,false,SIN,Asia Pacific,Singapore,19,12.45
47.245.7.212,2086,2086,false,NRT,Asia Pacific,Tokyo,92,12.45
8.219.139.86,2095,2095,false,SIN,Asia Pacific,Singapore,26,12.44
47.245.59.244,2086,2086,false,NRT,Asia Pacific,Tokyo,120,12.44
8.222.145.110,2083,2083,true,SIN,Asia Pacific,Singapore,117,12.44
8.219.228.157,2096,2096,true,SIN,Asia Pacific,Singapore,175,12.44
8.219.142.229,80,80,false,SIN,Asia Pacific,Singapore,5,12.44
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,3,12.44
8.222.152.165,8080,8080,false,SIN,Asia Pacific,Singapore,12,12.43
8.222.249.98,2087,2087,true,SIN,Asia Pacific,Singapore,134,12.43
8.219.93.85,2053,2053,true,SIN,Asia Pacific,Singapore,35,12.43
47.245.10.164,2087,2087,true,NRT,Asia Pacific,Tokyo,86,12.43
47.245.37.41,2053,2053,true,NRT,Asia Pacific,Tokyo,147,12.43
47.245.34.140,2052,2052,false,NRT,Asia Pacific,Tokyo,76,12.42
8.219.103.57,443,443,true,SIN,Asia Pacific,Singapore,107,12.42
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.42
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,45,12.42
47.245.28.255,2083,2083,true,NRT,Asia Pacific,Tokyo,180,12.41
8.219.123.244,8443,8443,true,SIN,Asia Pacific,Singapore,155,12.41
8.219.178.225,2095,2095,false,SIN,Asia Pacific,Singapore,5,12.41
8.219.99.8,2087,2087,true,SIN,Asia Pacific,Singapore,144,12.40
8.219.147.58,2083,2083,true,SIN,Asia Pacific,Singapore,132,12.40
47.245.9.228,2082,2082,false,NRT,Asia Pacific,Tokyo,84,12.40
47.236.148.174,2096,2096,true,SIN,Asia Pacific,Singapore,133,12.40
8.219.104.242,2095,2095,false,SIN,Asia Pacific,Singapore,3,12.40
8.219.242.208,80,80,false,SIN,Asia Pacific,Singapore,2,12.40
47.245.52.240,2083,2083,true,NRT,Asia Pacific,Tokyo,140,12.40
8.222.221.86,2096,2096,true,SIN,Asia Pacific,Singapore,108,12.40
47.76.80.72,2095,0,false,HKG,Asia Pacific,Hong Kong,43,12.39
8.222.254.91,2083,2083,true,SIN,Asia Pacific,Singapore,100,12.39
47.245.26.167,8880,8880,false,NRT,Asia Pacific,Tokyo,76,12.38
47.236.194.67,2095,2095,false,SIN,Asia Pacific,Singapore,19,12.38
47.245.58.250,2053,2053,true,NRT,Asia Pacific,Tokyo,218,12.38
8.219.6.157,2082,2082,false,SIN,Asia Pacific,Singapore,16,12.37
8.219.141.174,8880,8880,false,SIN,Asia Pacific,Singapore,19,12.37
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,29,12.37
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,146,12.36
47.74.16.67,2083,2083,true,NRT,Asia Pacific,Tokyo,98,12.36
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,3,12.36
8.222.147.203,2087,2087,true,SIN,Asia Pacific,Singapore,70,12.36
47.245.15.39,2052,2052,false,NRT,Asia Pacific,Tokyo,75,12.36
47.245.52.240,8080,8080,false,NRT,Asia Pacific,Tokyo,91,12.36
8.222.212.116,2095,2095,false,SIN,Asia Pacific,Singapore,19,12.36
47.245.59.188,2095,2095,false,NRT,Asia Pacific,Tokyo,79,12.35
8.219.90.87,2087,2087,true,SIN,Asia Pacific,Singapore,123,12.35
47.245.10.164,8080,8080,false,NRT,Asia Pacific,Tokyo,72,12.35
8.219.121.24,2053,2053,true,SIN,Asia Pacific,Singapore,100,12.34
47.236.194.67,2082,2082,false,SIN,Asia Pacific,Singapore,11,12.34
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,10,12.34
47.245.7.212,8443,8443,true,NRT,Asia Pacific,Tokyo,107,12.34
47.245.30.144,2086,2086,false,NRT,Asia Pacific,Tokyo,75,12.34
47.245.7.212,2087,2087,true,NRT,Asia Pacific,Tokyo,180,12.34
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,12,12.34
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,29,12.34
8.219.245.232,2086,2086,false,SIN,Asia Pacific,Singapore,11,12.33
47.245.10.156,2053,2053,true,NRT,Asia Pacific,Tokyo,132,12.33
47.245.37.89,80,80,false,NRT,Asia Pacific,Tokyo,73,12.33
47.245.54.58,2083,2083,true,NRT,Asia Pacific,Tokyo,87,12.33
8.218.211.17,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,12.33
8.219.220.88,2096,2096,true,SIN,Asia Pacific,Singapore,107,12.33
8.222.144.219,2096,2096,true,SIN,Asia Pacific,Singapore,126,12.33
47.236.7.13,2052,2052,false,SIN,Asia Pacific,Singapore,47,12.33
8.222.154.50,8080,8080,false,SIN,Asia Pacific,Singapore,3,12.33
8.219.1.92,2087,2087,true,SIN,Asia Pacific,Singapore,66,12.32
8.219.121.87,8443,8443,true,SIN,Asia Pacific,Singapore,42,12.32
47.236.179.182,2087,2087,true,SIN,Asia Pacific,Singapore,96,12.32
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,43,12.32
8.213.137.24,443,443,true,ICN,Asia Pacific,Seoul,102,12.31
8.222.212.172,2086,2086,false,SIN,Asia Pacific,Singapore,10,12.31
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,108,12.31
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,31,12.31
8.222.221.86,2083,2083,true,SIN,Asia Pacific,Singapore,8,12.31
8.209.255.195,8080,8080,false,HKG,Asia Pacific,Hong Kong,152,12.30
8.219.99.8,2095,2095,false,SIN,Asia Pacific,Singapore,8,12.30
47.236.204.152,80,80,false,SIN,Asia Pacific,Singapore,25,12.30
8.219.51.49,8443,8443,true,SIN,Asia Pacific,Singapore,104,12.30
8.222.129.245,2082,2082,false,SIN,Asia Pacific,Singapore,21,12.30
8.222.168.234,8443,8443,true,SIN,Asia Pacific,Singapore,155,12.29
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,96,12.29
47.245.41.84,2083,2083,true,NRT,Asia Pacific,Tokyo,115,12.29
47.245.37.98,2086,2086,false,NRT,Asia Pacific,Tokyo,80,12.29
8.222.244.123,2095,2095,false,SIN,Asia Pacific,Singapore,17,12.29
8.219.43.243,2083,2083,true,SIN,Asia Pacific,Singapore,114,12.29
8.209.246.24,80,80,false,NRT,Asia Pacific,Tokyo,78,12.28
47.74.9.174,2083,2083,true,NRT,Asia Pacific,Tokyo,73,12.28
8.222.191.158,2083,2083,true,SIN,Asia Pacific,Singapore,31,12.28
8.209.222.31,8443,8443,true,NRT,Asia Pacific,Tokyo,135,12.28
8.222.210.182,2086,2086,false,SIN,Asia Pacific,Singapore,5,12.28
8.219.43.243,2087,2087,true,SIN,Asia Pacific,Singapore,91,12.27
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,190,12.27
8.219.53.222,8880,8880,false,SIN,Asia Pacific,Singapore,18,12.27
47.245.59.133,8880,8880,false,NRT,Asia Pacific,Tokyo,86,12.27
8.219.167.65,8443,8443,true,SIN,Asia Pacific,Singapore,111,12.27
47.245.93.74,2083,2083,true,SIN,Asia Pacific,Singapore,137,12.27
8.218.158.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,12.26
47.245.4.219,2096,2096,true,NRT,Asia Pacific,Tokyo,264,12.26
47.236.163.95,8880,8880,false,SIN,Asia Pacific,Singapore,17,12.26
47.236.194.67,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.25
8.222.193.208,2087,2087,true,SIN,Asia Pacific,Singapore,73,12.25
8.219.240.160,2096,2096,true,SIN,Asia Pacific,Singapore,92,12.25
8.219.53.222,2095,2095,false,SIN,Asia Pacific,Singapore,3,12.25
47.236.121.23,2083,2083,true,SIN,Asia Pacific,Singapore,52,12.25
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,21,12.25
8.219.139.86,2086,2086,false,SIN,Asia Pacific,Singapore,9,12.25
8.219.90.87,2083,2083,true,SIN,Asia Pacific,Singapore,125,12.24
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,6,12.24
47.245.26.169,2053,2053,true,NRT,Asia Pacific,Tokyo,217,12.24
8.219.255.171,2053,2053,true,SIN,Asia Pacific,Singapore,118,12.24
47.245.37.29,80,80,false,NRT,Asia Pacific,Tokyo,80,12.24
47.245.37.29,2087,2087,true,NRT,Asia Pacific,Tokyo,219,12.23
47.236.204.110,8443,8443,true,SIN,Asia Pacific,Singapore,78,12.23
8.219.253.114,2086,2086,false,SIN,Asia Pacific,Singapore,71,12.23
8.219.213.112,2087,2087,true,SIN,Asia Pacific,Singapore,143,12.23
8.222.226.15,8080,8080,false,SIN,Asia Pacific,Singapore,51,12.23
8.219.110.88,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.22
8.218.181.189,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,12.22
8.222.138.164,2086,2086,false,SIN,Asia Pacific,Singapore,10,12.22
8.219.77.91,2052,2052,false,SIN,Asia Pacific,Singapore,4,12.22
47.236.87.206,2082,2082,false,SIN,Asia Pacific,Singapore,19,12.21
47.245.28.136,2082,2082,false,NRT,Asia Pacific,Tokyo,75,12.21
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,7,12.20
8.209.246.24,2082,2082,false,NRT,Asia Pacific,Tokyo,73,12.20
